Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
Dodger,4.0 out of 5 stars,This helped us in a grout cleaning project,the United States,10-Dec-17,CrossWave,Verified Purchase,"I bought this floor cleaner to help us get through a big grout cleaning project and I’m glad I did. It’s a good scrubber and vacuum in one. I think we’ll be getting a lot of use from it once our floor project is finished. I never realized how dirty my floors were until we put this machine to work to clean them up. Amazon had the best price, too.",2
C. Zook,1.0 out of 5 stars,"Junk, junk,junk,junk,junk,junk",the United States,26-Feb-20,CrossWave,Verified Purchase,"Don't waste your money on this thing. Mine quite working shortly after receiving. Made of cheap plastic and hard to clean, would not open to change roller. Need to use your other vacumm to vacumm first, doesn't pick up much so that is why. If you purchase, you will be throwing your money away!",
Dr. Fuentes Gohansky,5.0 out of 5 stars,You have to see it to believe it,the United States,7-Jul-21,CrossWave,Verified Purchase,I had a Rainbow vacuum cleaner for years and finally found this marvelous unit that works wonders. It's amazing how my beige floors are now off white and beautiful. Nothing ever comes close to this powerful and lightweight vacuum cleaner. Nothing!!!,
Bulletbob777,5.0 out of 5 stars,Worth every penny!,the United States,7-Apr-21,CrossWave,Verified Purchase,"This is my second Crosswave.  This device is awesome, especially if you have pets.  You do have to clean it after each use and make sure you pay attention to the filter (it’s the reason I’m on my second Crosswave).  Also, buy a second roller brush to use while the first roller is drying after being cleaned.",
Jane J.,5.0 out of 5 stars,"Set up was easy, turned it on",the United States,21-Jun-17,CrossWave,Verified Purchase,"Bought this in December.  Just took it out of the box to use it for the first time as I was moving in to my small new home and just recently got everything organized.  I watched the Bissell video on how to set it up and use it.  Set up was easy, turned it on, it dispensed water just fine, bu absolutely no suction.  Contacted Bissell  and we did all the steps to trouble shoot it.  They have determined that the machine is defective.  They told me to contact Amazon.  This is an expensive machine.  I am very upset.Here is an update.  Amazon replaced the defective unit in a very fast manner.  I have had ample opportunity to use the new one on both my floors and carpet.  I am so impressed.  This cleaned a very dirty floor and carpet without any effort and dried to almost completely dry.  The manufactured flooring was dry, and the carpeting was just slightly damp.  The best part was that all were immaculately cleaned with very little effort.The machine is lightweight, No heavy huge piece of machinery to hide somewhere.  It actually makes cleaning my floors a cinch.  Broken eggs are picked up in an instant, shell and all.  I love it and highly recommend this product.",6
l minor,4.0 out of 5 stars,It gets the job done.,the United States,12-Mar-21,CrossWave,Verified Purchase,For the price it works great. But I didn’t give it 5 stars because you really have make sure you keep it clean. You must wipe it down after each use and have extra filters and rollers available to make sure everything is clean smelling. My next one will be the self cleaning one.,
Mommy Dearest,5.0 out of 5 stars,Love it!,the United States,19-May-21,CrossWave,Verified Purchase,"This liter sucker is so convenient. I’m tired of sweeping & mopping, this takes care of both in one shot. Love this! Just make sure to empty dirty water tank AFTER use or next time you use it it’ll smell.",One
Kelly T19,5.0 out of 5 stars,Better than Hoover Floormate!,the United States,28-Mar-17,CrossWave,Verified Purchase,"The motor in my Hoover Floormate just burned out.  Not sure what happened, but after 3 years or so, it just started smoking and making a foul smell.  I did like the Floormate, and even though the dirty water bin was always dark, I questioned how well the Floormate cleaned.  The Floormate has rotating stiff brushes that clean.  My kids drip popsicle juice on my kitchen tile and the Floormate could never get it off, even after several passes.  I don't know if those rotating bristles don't press hard enough on my tile, or if the spaces between the rotating heads allow for surface area to be missed.  So after reading several positive reviews, I decided to give the Bissell CrossWave a try.  I think the CrossWave does a better job than the Floormate.  Because the CrossWave uses a rotating soft cloth along with bristles I think it makes better contact with my tile, therefore cleaning better.  It also cleaned the popsicle drips in just two passes!  That was enough to convince me!  Plus the head is a little smaller so I can fit into tighter spaces easier, and it has a tilting/swivel head which makes it easier to get under things.  It's also quieter than the Floormate.",10
Stephanie,5.0 out of 5 stars,Works great! Spend the extra money and get the cordless!,the United States,15-Oct-20,CrossWave,Verified Purchase,I absolutely love my crosswave! It cleans the floors so good! You HAVE to clean it after every use!!!! It’s super easy to use an clean! I honestly would of spent the little extra and got the cordless one! It would of been better without a cord,
R,5.0 out of 5 stars,Great buy,the United States,16-May-21,CrossWave,Verified Purchase,"This vacuum is great. I have two dogs that she’d like crazy and this vacuum picks up the hair easily. It picks up dirt and cleans the floor perfectly! I was worried based on the bad reviews but maybe they received a bad vacuum. Anyways, I love this so much and it’s definitely worth getting! The only thing if you have hard caked on stains it’s not going to get those. But easy dried spilled juice type messes it’ll definitely pick up.",
Amazon Customer,5.0 out of 5 stars,A Ocd cleaning necessity,the United States,4-Jan-20,CrossWave,Verified Purchase,"I use this product on my tile floors, hallway, living room, kitchen. I waited a long time for a product like this and I have no dislikes or issues yet. I vacuum around edge's first then the Bissell cleans up and floor drys quick. One suggestion, slower pace when using this product, have fun cleaning ocd freaks.",
Drew,3.0 out of 5 stars,Great Concept. Poor Results,the United States,28-Aug-19,CrossWave,Verified Purchase,We loved the idea of this machine but were quickly disappointed. It works well for a while but then begins to leave streaks of dirty water. The unit was cleaned after every use but progressively got worse. It has now been sitting in the closet for months as we had to constantly get the mop up to go behind the work left by this machine,
Makenna,5.0 out of 5 stars,GAME CHANGER,the United States,11-Jul-21,CrossWave,Verified Purchase,"This is the most worth it purchase I’ve ever made. I own two golden retrievers and beforehand I always swept and mopped often. I thought I kept a clean house! But there were always golden hair stragglers and they are really hard to keep up with. I bought this and it has changed the game forever!!! If you’re sick of dog hair, please do yourself a favor and BUY THIS. It is amazing. You need this.",
Bethany Atkins,5.0 out of 5 stars,Love this vacuum for pets!,the United States,4-Jan-20,CrossWave,Verified Purchase,"I love this vacuum mop combo!! I have 2 dogs and foster up to 4 more at a time and this makes cleaning fast and easy. I only wish I would have bought the bigger one.  The clean up of the vacuum is more only cause of how much hair it picks up. The brush can get covered and a little extra water on the floor solved that problem when it happens, then it won’t leave streaks.",
kim gadberry,3.0 out of 5 stars,They need real life testers.,the United States,2-Feb-21,CrossWave,Verified Purchase,It was light.  Definitely  for light clean up only.  Too noisy.  Left streaks.  If shark needs real life testers I'm the person.  I live in a normal  household.  I love shark  products but this one definitely  didn't live up to my expectations  from them.,
Millie,2.0 out of 5 stars,"LESS THAN A YEAR, SUCTION STOPPED. BISSELL PROVIDES NO REP PARTS!",the United States,8-Sep-20,CrossWave,Verified Purchase,"LOVED THIS INITIALLY, BUT AFTER JUST A YEAR OF OCCASIONAL USE, IT STOPPED SUCTIOPNING THE WATER. POSSIBLY THE FRONT PART DOES NOT WORK PROPERLY. PER BISSELL SITE, I TOOK IT TO BE REPAIRED AND WAS TOLD THAT BISSELL SUPPLIES NO REPLACEMENT PARTS. NOT HAPPY WITH THAT!  Since i had some kitchen construction , this was not even used for three of the twelve months. Very disappointed with this product.",One
Katie,1.0 out of 5 stars,Total Waste of Money,the United States,16-Jul-18,CrossWave,Verified Purchase,"This product is seriously the worst thing I've ever purchased. I have real hardwood floors that I work very hard to keep clean. I had been using a bottle of diluted murphy oil and a dry mop but decided to give this a try instead. I have used it 4 times now and not only does it streak my floor terribly, but I have to completely take it all apart in between each use to clean it so that it doesn't smell the next time I use it. This includes the brush and everything. I have even had to disassemble and clean in the middle of mopping to stop the streaking. Its like the brush wrings the dirty water out on your floor after you use it for a few minutes.  I actually feel sick to my stomach thinking about how much money I wasted on this thing. I should have stuck with my broom and my dry mop. Terrible...absolutely Terrible",7
Gilbert De leon,1.0 out of 5 stars,Worst Product Ever!,the United States,9-Jun-21,CrossWave,Verified Purchase,"Totally ineffective product that creates more work for you rather than making cleaning easier.  Don't let the noise it makes create the illusion that it is working, the suction power is very weak and basically just smears what ever mess you are attempting to clean all over.  I will not waste my time using this product again, I am so disappointed that I am throwing it away after the 3rd time that I used it.  It is going in the the garbage bin, a total waste of money!  100% dissatisfied,Gil Deleon",
amyd495,5.0 out of 5 stars,Wow!!!,the United States,23-Nov-17,CrossWave,Verified Purchase,"I don’t usually ooh and ahh over a product. Especially a cleaning product, but this one is special. I have severe degenerative disc disease, chronic fatigue, bad fibromyalgia, and numerous other debilitating diagnoses. I live with my husband, four dogs, and a cat in a large two story home. The dogs are hard enough on the floors, but my husband is a mechanic and his busy shop is on our property. We have a ton of hard flooring throughout the house.  Not long ago, I pretty much gave up cleaning the floors. I couldn’t keep up. It would take me most of the day to vacuum, and then I would need to mop as soon as I was done vacuuming before dirt got tracked in. Then the dogs and my husband would come in. You see the problem. I am in almost constant pain, and 3-4 days per week I can hardly move. We are trying to sell our home, and I didn’t see how I could possibly get it ready for showings. I was searching for answers and came upon this magical machine. The description said it would vacuum and scrub at the same time! I read reviews and watched videos, and finally ordered the Bissell Spinwave.The Spinwave was delivered two days later. The box was in great condition. I pulled out the contents,which were packaged well. Inside the box were the handle, the machine itself, with multi floor roller brush already installed, a sample bottle of floor cleaner (enough to clean a large area two times), and the storage tray. Assembly was super easy. You take the handle, push it into the correct spot on the machine, and it clicks when it is inserted all the way. The cord is nice and long, and it winds easily onto the machine and handle. I like that the plug has the little cord grip on it so you don’t have to find a way to wrap it through the wound cord to make it stay put. I was very excited to try the machine, but was very busy for the next two days. Fast forward to Thanksgiving.It was just my husband and I for the holiday. The turkey was in the oven and all of the other food was prepared. My husband was out stacking firewood. What should I do? Play with the Crosswave of course.The machine was easily prepared. I put hot water and the included cleaning solution into the clean water reservoir. There are easy to see marks on the reservoir that show how much water and solution to use. No measuring. I popped the clean solution reservoir onto the back of the machine, plugged it in, and pressed the hard floor button on the handle. The machine whirled to life. I was surprised that it was much quieter than I expected. From some of the reviews I expected to need ear plugs. I believe it is quieter than my vacuum. I squeezed the trigger on the handle and began pushing the machine back and forth. It is pretty lightweight and quite easy to push and pull. Easier than a vacuum. I was shocked how easily it was getting spots off my floor. As you can see from one of my photos, I did a small section of the floor in the utility room. It got so clean and white. The floor in the utility room is vinyl with very deep ridges. This is the room where the dogs eat, and is the first place my husband goes to wash his hands when he comes in from work. The floor never gets clean with normal mopping, and I was expecting to have to hurt myself and get down on my hands and knees with a scrub brush. Not anymore! I had mopped my floors about a week prior, and you can see from the photo of the dirty water reservoir how much dirt came off the floor. And that picture is from my kitchen and dining room, not the utility room. Yuck! I was also pleasantly surprised to find a hook on the top of the handle that holds the cord out of the way while you are cleaning.I was worried about cleanup after I was done. No problem. I rinsed our the clean and dirty reservoir, rinsed out the filter, easily popped off the brush roll cover and the brush roll itself, and rinsed those. There is a handy drying rack on the storage tray for the roller. If you choose to do so, you can just set the machine in the storage tray, pour water into the tray to the fill line, and turn on the machine to rinse it. Then remove the brush roll, rinse it out, and place it on the drying rack. But for the first time, I chose to take it apart and check everything out. I then picked up the machine and rinsed off the base of the machine where the dirty water is sucked up. This process took maybe four minutes. No problem after the ease of mopping/vacuuming my floors. I looked over my floors. They are beautiful! And it was so easy! This is something I can do a few times a week! I haven’t been this satisfied with a product in a long time. The only thing that could make cleaning my floors easier would be for someone to do it for me. I cannot think of one con.  I would absolutely suggest this to anyone. Worth every penny. I can now have clean floors. I don’t have any opinion on the durability of the machine over time, as I have only used it once. I will try to remember to come back and write more after some time has passed.",27
RobLowe1977,5.0 out of 5 stars,By Far the BEST floor cleaner!!!,the United States,29-Nov-19,CrossWave,Verified Purchase,"Couldn't wait to get this home and open it up! OMG this is by far the best floor cleaner I've ever used!!! NO BS. I have had every other brand floor scrubber and they always left either too much water or a film. Not this, the crosswave left all my tile spotless and dried amazingly fast. I am so sold on this thing.",
Ali Khan,2.0 out of 5 stars,Cleaned great while it worked.,the United States,22-Mar-19,CrossWave,Verified Purchase,We washed our (Carpet-less clean) floors 4 times over the period of a month that we had it.  We cleaned the tanks and filters after each use.It started having burning smell and machine started making weird stopping noise. So we are out of commission now.It cleaned great while it worked.,2
June,5.0 out of 5 stars,Most Favorite Purchase During Lockdown,the United States,13-Jul-21,CrossWave,Verified Purchase,"I use this for my tile floors throughout the house. It’s light, easy to use and stow. It doesn’t have the suction power of my Dyson vacuum, but it works fine as a wet vac.",
Jessica Joyce,5.0 out of 5 stars,"Brushes washable, dilute solution you use or sprayers will clog.",the United States,22-Sep-20,CrossWave,Verified Purchase,Love this product.use it every day. Messy when cleaning out catch bucket. Note dump down toilet easiest way. Make sure you clean it out every time or you will clog the system and suction will not be great. Throw the brushes in the wash. I have had no problem cleaning them.,
Rere-views,1.0 out of 5 stars,It doesn't work save your money,the United States,16-May-18,CrossWave,Verified Purchase,This is a total scam.  There is no way on Earth that this is worth your hard earned money. It's very loud. Very hard to push. Poor suction to spray down ratio. Do yourself a favor and stick with Hoover. Bissell is a joke. I am so terribly disappointed. I think the positive reviews are paid.,2
Constellation Mining Company,5.0 out of 5 stars,Stop thinking about it.  Buy it.,the United States,3-Mar-18,CrossWave,Verified Purchase,"I’ve been looking for something to clean my natural slate floors.  Can’t use a steam mop, as they will ruin the finish and the grout.  I used to sweep the floors, vaccum the floors, mop the floors, then go around with a towel and wipe them.  With the cross wave it’s one trip around and no streaks.  By the way those of you worried about the cord length, it’s longer than the cord on my 500 dollar Dyson, I I have to switch plugs one time to do the whole bottom floor of my house.  Cleanup is really not that bad.  You won’t believe the pet hair this thing finds.The only con I can think is the formula, it foams up and leaves a streak so I’ve switched to just using a little splash of vinegar and warm water instead.",2
Jasmine Williamson,1.0 out of 5 stars,Product no longer functioning after 6 mths,the United States,15-Mar-20,CrossWave,Verified Purchase,Product no longer dispensing spray after 6 months.  Followed service center instructions for repair to no avail. Contacting BISSELL to return product.Update: went to bissell repair center and was told that product “should not be used if you have pets” in order for warranty to apply.,One
Bill Prendergast,4.0 out of 5 stars,Good one,the United States,20-May-21,CrossWave,Verified Purchase,"It’s OK, I thought it would be a little better in the scrubbing action and picking up a lot of water what does a fairly good job but I think I expected it to be a lot better",
David Horn,5.0 out of 5 stars,Floor is clean and fresh smelling,the United States,21-Jul-21,CrossWave,Verified Purchase,I’m liking my new Bissell. Easy to use and leaves floor clean and fresh smelling. The best part is that it vacuums up the dirty water without leaving a residue.,
Theresa,5.0 out of 5 stars,Absolutely Amazing,the United States,31-Aug-21,CrossWave,Verified Purchase,Buy it!,One
T. Porter,5.0 out of 5 stars,Wonderful!,the United States,15-Mar-21,CrossWave,Verified Purchase,I live this. It picks up hair I didn’t even know was there. I use it on my laminate floor and on tile. It is wonderful! Plus it was easy to learn to use which makes a big difference to me.,
Brooke,5.0 out of 5 stars,this is the easiest and best product I've ever used to clean laminate/tile floors,the United States,23-Jun-18,CrossWave,Verified Purchase,"this is the easiest and best product I've ever used to clean laminate/tile floors.  Its easy to assemble its easy to use and my floors are gorgeous.  No need to sweep before cleaning!  Floors are cleaned all in one perfect step.  Nothing is streaky, or sticky.  THe only thing it won't pick up is if something really sticky is stuck to the floor.  You still have to scrub that up.  I don't mind that at all.  This is fast easy and super convenient.  Throwing away my Swiffer.",
Papillon,5.0 out of 5 stars,Awesome machine.,the United States,16-Jul-21,CrossWave,Verified Purchase,I love this machine. I own 3 bissell machines and they are all great. This one cleans tile and hardwood as well as area rugs really well. Very happy with it.,
Lin,4.0 out of 5 stars,Works well on tile.,the United States,16-Jun-19,CrossWave,Verified Purchase,"I've only had this machine for a month & really like the one step cleaning, vacuum & mop at the same time. It does a good job on my tile, unfortunately my floor has numerous areas that are not level which is causing damage to the vacuum housing on the bottom. There should be something a bit stronger than plastic that rubs along the floor. I've also learned that the machine is easier to clean if you use the mop & vac together. I used it only as a vacuum & found it to be more labor intensive to clean after use.",One
R Danny,5.0 out of 5 stars,Excellent device works well just a bit noisier than expected,the United States,21-Sep-19,CrossWave,Verified Purchase,This is a really WELL designed and well thought out product.Works perfectly.We are very pleased.It is nicely designed with a lot of thoughtful details.Only issue is that it seems to be quite noisy. Very loud whine. Don't know if that's just ours or all of them. But it works like magic. Very happy.,
john ,5.0 out of 5 stars,"easy assembly ,easy to use and easy cleanup !",the United States,7-Jun-21,CrossWave,Verified Purchase,"I have joint grooves in my flooring , I didn't think the crosswave would get them clean But it did a fairly good job ! The flooring came out looking great ! The machine is light and easy to manuver , made the job a pleasure !! The only advice I can give is take the time to disasemble the machine and completely clean it and allow it to compleatly air dry when finished , I think this will add longevity to the unit !!",
Amazon Customer,2.0 out of 5 stars,TOO HEAVY!,the United States,16-Sep-20,CrossWave,Verified Purchase,"It really is a great vac, but it is so unbearably heavy. I have no idea why so many reviews mention it being feather light, but that was not the case for me at all. Using this hurt my shoulder more than vacuuming and mopping my entire house separately does. I didn’t find that it saved me any time either, since I had to go slower to let it suck up the water.",
Loudy,5.0 out of 5 stars,Easy and Simple to use!,the United States,10-Nov-17,CrossWave,Verified Purchase,"I purchased this product for my sisters home. She loves it, as nearly her entire home is tiled; she only needs one tool now to clean these floors and it’s simple and easy even for daily use. Without it, she was spending hours to sweep and vacuum and then moping! Great product and easy to clean up.",3
Amazon Customer,1.0 out of 5 stars,Stopped working well after first use,the United States,7-Mar-21,CrossWave,Verified Purchase,"The first time using this was incredible! Afterwards, every time I would press the button to eject the cleaning liquid, the entire machine would drain the garbage it just picked up onto my floor. Disappointed.",
Theresa King,2.0 out of 5 stars,Not so good.,the United States,13-Jun-21,CrossWave,Verified Purchase,This product worked for about a little over a month! This is the second one that I purchased and not real happy with the last one. The first one lasted for almost a year. Not sure what is going on with your products but I don't think I will be buying a new bissell product for a while.,
K.,3.0 out of 5 stars,Package came opened.,the United States,3-Jan-20,CrossWave,Verified Purchase,Product came and had been opened before arrival. All parts were accounted for and item would run but the fact That it had been opened Griffey disturbs me. It could have been a used and returned item. Offer was made to return however the replacement would be additional $30 so we opted to keep.,
Shannon,5.0 out of 5 stars,I LOVE IT!,the United States,10-Jun-21,CrossWave,Verified Purchase,"I am not one to write reviews very often…but this thing is so awesome! I am a fiber artist and had gotten dye all over my floors and this thing got it clean! I worried it would stain the brush, but it didn’t. If this keeps working so well, it was a great investment.",
thom berg,1.0 out of 5 stars,Didn't Work As Advertised,the United States,3-May-18,CrossWave,Verified Purchase,"I bought this in February and was super excited about it's multi-surface capabilities for our new house, but it's just been a big disappointment and I've went back to a vacuum and mop.I really wanted it to work, but it simply doesn't work well enough to warrant a good rating. I've tried taking it apart and cleaning all the pieces, I've read and re-read the manual and watched multiple videos on it, and I just can't get it to work the way it looks in the demo videos. Not sure if it is defective or what, but I am hugely disappointed.",2
Ab,1.0 out of 5 stars,Do not buy,the United States,17-Jul-20,CrossWave,Verified Purchase,Do not buy this vacuum!!!! It is more work than just vacuum and a normal mop.1st of all. I have dogs and cleaning wet dog hair out of  collecting bin and throw away and rinse and dry the bin is ridiculous! 2nd it left dirty puddles of water as I was about finished with my house.3rd it does not save you time4th does not have a hose with crevice tools so you'll need añother vacuum.... Defeating the purpose of buying this 250$ vacuum,
Sarah Nielsen,1.0 out of 5 stars,Not a good family mopping option,the United States,16-Apr-20,CrossWave,Verified Purchase,If you have pets or children I would not order this product. Customer service is awful too. I have pools of mucky water everyone I try to use it. My floors are left with a dirty coating on them. I’ve called to ask for help if this is typical and all they tell me is I must be doing something wrong.,
jo ann brass,5.0 out of 5 stars,Clean freak's dream or worst nightmare?,the United States,25-Apr-20,CrossWave,Verified Purchase,"Many people know that  I am a clean freak! After years of mopping all the tile in our house I decided to research floor cleaning machines. After a week of reading reviews, watching videos and deciding on a price point ( it would have been more $$$ to have a company come out ONCE 😬) I ended up with the Bissell Crosswave. Tile and area rugs in the front two rooms and hallway cleaned .So, is the a clean freaks dream or nightmare???First dirty water is tile only. Second is two area rugs ( after vacuuming with my Dyson )😱",
Amazon Customer,4.0 out of 5 stars,Love this product,the United States,13-Feb-18,CrossWave,Verified Purchase,"I have been seeing this product advertised on TV for awhile, however seen on TV makes me a little skeptical at times. Man was I wrong this time, Love this product! I have about 800 square feet of hardwood floors and 5 area rugs, when I tell you it clean them all, wow! My wife and I pride ourselves in keeping our house clean,  so I thought, until I put the Crosswave to work, the fill cup was a muddy consistency when I finished! I was kind of embarrassed that my floors were that dirty. Long story short I highly recommend this one..",One
Betty Jo,5.0 out of 5 stars,SO GLAD I FOUND THIS,the United States,19-Jul-21,CrossWave,Verified Purchase,"Oh my, I did not know I needed this until I got it!  It cleans up after my dog!  No wet spots.  No mops period.  It is perfect!  No complaints at all!",
Mark Nguyen,1.0 out of 5 stars,Broke down after 4 Months!!,the United States,23-Feb-19,CrossWave,Verified Purchase,"I used this product twice a week for 3.5 months before it completely stopped working. For a product that cost well over $200 I thought I was buying something that was of high quality. Literally my Shark machine half the price lasted me years.In the short 4 months I did have it I liked how it cleaned the tile, but it did leave a ton of water behind so made for cleaning sessions that would last longer.",4
Matthew Ford,5.0 out of 5 stars,A must have!!,the United States,28-Aug-21,CrossWave,Verified Purchase,I love this floor cleaner! So much better then a mop and bucket! Cleans all my hard floors and the areas rugs too with great power!,One
Natalie Gee,5.0 out of 5 stars,I love this!,the United States,31-Aug-21,CrossWave,Verified Purchase,"I dropped a large mcdonalds coke on my kitchen floor, the soda was everywhere! I grabbed my vac and I was able to clean up EVERYTHING, then I mopped the floor after I vacumed up the soda and ice.Great investment!",
Darcy,2.0 out of 5 stars,Poor quality shampooer,the United States,26-Apr-19,CrossWave,Verified Purchase,Vacuuming is good but it does not suck up the water that is sprayed onto the floor much at all. Carpet or hardwood flooring. Disappointed in shampooing abilities. Also gets clogged up from the wet crud that gets built up in vacuum head area due to poor suction of water. Have to take apart and deep clean whole thing after ever use.,2
Samantha Kalahar,5.0 out of 5 stars,I absolutely love this vacuum,the United States,3-Jul-17,CrossWave,Verified Purchase,I absolutely love this vacuum. It is saving me so much time and I am getting my floors cleaner. This is not a deep cleaner but it is great for daily/weekly cleaning around our house. We are able to clean up any puppy spots or spills on our carpets without having to rent a larger machine.It is light and easy to use. The brushes come out easily to clean and the dirty water reservoir is easy to remove and empty.I highly recommend this for any busy mom!,3
ChiChi,5.0 out of 5 stars,Needed this!,the United States,25-Sep-21,CrossWave,Verified Purchase,"I purchased this because I have tile and an area rug - and a cat. The Crosswave is awesome for me because I can start it up, use it on hard surface and area rug - just one machine rather than a vacuum and hard floor cleaner. Highly recommend.",
L. Speed,3.0 out of 5 stars,"Yes, but does not get edges",the United States,21-Sep-20,CrossWave,Verified Purchase,Easy to use for spills and general cleaning.  Not ideal for deep cleaning as it can not reach the edges or corners. It leaves more than 1/4 inch around baseboards dirty.  You need something else to reach these areas.,
Justine,3.0 out of 5 stars,Good for instant spills,the United States,20-Jul-21,CrossWave,Verified Purchase,This works fine for cleaning up messes that just happened or vacuuming. It does not work on messes that may have happened a little bit ago. I have small kids that spill drops of Ketchup or juice. If it is not still wet this will not pick it up.,One
bearymae74,5.0 out of 5 stars,Actually cleans!!,the United States,11-Jul-21,CrossWave,Verified Purchase,Bought it for my daughter and she absolutely loves it. Will likely purchase one for myself. She can’t believe how disgustingly dirty her floors were.,
MMC,5.0 out of 5 stars,Easy to use,the United States,4-May-21,CrossWave,Verified Purchase,I love that it really cleans the floor and if you use the solution made for this unit also makes my hard wood floor shiny. Wish I got the corless. Highly recommended,
Amazon Customer,1.0 out of 5 stars,Doesn’t function as it should.,the United States,24-Jul-19,CrossWave,Verified Purchase,"The product is so high maintenance and it still doesn’t function as it should. It leaves streaks everywhere coming out the sides, soap residue, and worst of all dirt! If you put the vacuum upright it leaves the dirt piles on your floor for you to have to clean up with paper towels. See photos above. The tank needs to be refilled after each room and the dirt container needs to be emptied each time as well. The mop doesn’t have enough power to scrub the tough stains on the floor, so you end up having to use something else along with it. Not a good mop or vacuum overall!",One
Amazon Customer,5.0 out of 5 stars,Worth it,the United States,12-Apr-21,CrossWave,Verified Purchase,"Honestly impressed! I have a toddler, dog & cat and this product makes cleaning soo much easier! I would absolutely recommend this product! I do take it apart and clean after each use, it takes maybe 5 minutes to do!",
KERRIE JULIANA,1.0 out of 5 stars,Waste of money - no customer service/support,the United States,20-Jan-20,CrossWave,Verified Purchase,"after using if for second time, it left stains on my carpet and it was dirty after washing than before. Tiles floors have a residue that is like an oil slick. Waste of my money and replacing with another product ASAP!  Manufacturer has not responded to my questions but keep charges me.",
Cheryl Gardiner,5.0 out of 5 stars,How well the product works,the United States,22-Jul-20,CrossWave,Verified Purchase,I have 3 small dogs that shed all day. I love this product because you can vacuum and wash at the same time. If you chose my can just vacuum. This product works well for pet owners. It is a time saver. Very satisfied with this product.,
Amazon Customer,5.0 out of 5 stars,How did I clean without this?,the United States,15-Jun-21,CrossWave,Verified Purchase,"I moved to a place with all wood floors.  I purchased so I will have an easy time cleaning.  OMG it works perfect.  I now clean the floors daily, without a lot of work.  With a cat in the house it picks up the dirt, dust and cat hair great.",
Buckshot49,5.0 out of 5 stars,Revolutionary,the United States,15-Oct-21,CrossWave,Verified Purchase,This amazing tool allows me to really get my floors clean without lugging mop buckets all around the house.  Easy to use and to clean up when done.,
Lisa,5.0 out of 5 stars,SUPPER CLEANING MACHINE,the United States,28-Aug-21,CrossWave,Verified Purchase,"Works great on area rugs, tile floors an wood floors. easy clean up couldn't ask for a better machine. thanks Bissell",One
Sarah Ditzler,5.0 out of 5 stars,I want to clean more!,the United States,14-Aug-21,CrossWave,Verified Purchase,This took out the pet smell from my hardwoods and area rugs like no other. I love cleaning the floors now! So easy to use and makes cleaning the floors take no time!,One
George,5.0 out of 5 stars,New Shine to my Hardwood Floors!,the United States,1-Dec-18,CrossWave,Verified Purchase,"I put this together with no problems. I used the vacuum and wet cleaner on my hardwoods in den, bathroom and kitchen. The only problem is it is too large to go under the sofa and bed. When I dumped out the dirty water tank, it was full of grime and really dirty water. My floors shined like they haven't since they were new. I think the Crosswave cut through a lot of built up floor cleaner I had been using for years. I bought extra cleaning solution and an extra cleaning brush, but it comes with a small bottom of cleaner and you only use a small amount mixed with warm water in the tank. When you take apart the dirty water tank, filter, brush, etc. to clean it, it will show you just how much mess accumulates on your floors. I am very happy with this!",
Kathleen Gilmartin,2.0 out of 5 stars,Kind of leaky - water from tray under machine.,the United States,27-Sep-21,CrossWave,Verified Purchase,I loved the idea of the product but it just didn’t work that well for me on area rugs. It also was messy/leaky on hard (tile) floors.,
Nancy Z,5.0 out of 5 stars,Cuts work and cleans well,the United States,7-Jan-20,CrossWave,Verified Purchase,"This was given as a gift. A home with 5 grown children still at home and 3 dogs with mostly wood floors, everyone loves it spills clean up well,you may have to change water if large spill, dog hair gone , puppy accidents no problem kitchen has tile and it works great there too.area rugs no problem.",
Ewaggoner,3.0 out of 5 stars,Buy the cordless and self cleaning version.,the United States,5-Dec-20,CrossWave,Verified Purchase,"I wished I had bought the cordless and self cleaning version. Cordless because it’s convenience and the self cleaning action because, It’s a hassle to take apart and clean after each use as the pet hair gets stuck under the brush. Still works great on my floors.",One
Erika Staples-Mathes,5.0 out of 5 stars,Lives up to the hype as does every Bissell we've owned!,the United States,13-Feb-21,CrossWave,Verified Purchase,"We have been wanting one of these for a while and finallygot one that arrived yesterday. We have used everything from a Shark to Swiffer to the old-school hands and knees with a bucket. This marvelous machine is BY FAR the best! It does exactly what the description says it will. Our floors haven't been this clean in forever. We used it on an area rug and the suction is so good it pulled the rug up as it was scrubbing. Love, love, love it for making my husband's and my life easier! It cleaned up the dog hair, too!",
Constance Miller,4.0 out of 5 stars,Great hardwood cleaner - but extremely loud,the United States,19-Aug-20,CrossWave,Verified Purchase,"The product works great on my hardwood floors and it’s the only mopping product I feel is cleaning the floors with clean water rather than cycling through the dirty water (like traditional mops or swifters). However, I really had to debate whether the cleaning power was worth the extreme noise level (I’m talking at least 2-3 times louder than any vacuum).",
Carole Elliott,5.0 out of 5 stars,Amazing job!,the United States,2-Aug-20,CrossWave,Verified Purchase,Lightweight and effective!  Wish I had purchased a long time ago.  Great for cleaning up my hardwood floors in one step.  I have 2 large dogs that shed a lot.  No longer need to drag out the big vacuum before I mop,One
Kayla Holloway,5.0 out of 5 stars,Love it,the United States,30-Jun-17,CrossWave,Verified Purchase,I have 3 big dogs 2 big cats and currently 5 kittens and 3 kids! I absolutely love this! Huge help on keeping my house clean! A little tip- always use rug mode even on hard floor.  Picks up everything no problem,5
